committee_id,committee_name,report_year,report_type,transaction_id,file_number,entity_type,entity_type_desc,recipient_committee_id,recipient_name,recipient_state,disbursement_type,disbursement_description,disbursement_date,disbursement_amount,election_type,fec_election_type_desc,amendment_indicator,filing_form,recipient_city,recipient_zip,disbursement_purpose_category,memo_text
C00574624,CRUZ FOR PRESIDENT,2016,M6,SB23CCUV4.5940,1079356,ORG,ORGANIZATION,,THE PFISTER HOTEL,WI,,TRAVEL,2016-05-03 00:00:00,315.0,,,A,F3P,MILWAUKEE,53202,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SB23UV.4703,1053893,ORG,ORGANIZATION,,AMERICAN AIRLINES,TX,,TRAVEL,2015-09-10 00:00:00,315.1,,,N,F3P,FORT WORTH,76155,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.10271,1057556,ORG,ORGANIZATION,,AMERICAN AIRLINES,TX,,TRAVEL,2015-12-09 00:00:00,315.1,,,N,F3P,FORT WORTH,76155,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.10272,1057556,ORG,ORGANIZATION,,AMERICAN AIRLINES,TX,,TRAVEL,2015-12-09 00:00:00,315.1,,,N,F3P,FORT WORTH,76155,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.10273,1057556,ORG,ORGANIZATION,,AMERICAN AIRLINES,TX,,TRAVEL,2015-12-09 00:00:00,315.1,,,N,F3P,FORT WORTH,76155,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.10274,1057556,ORG,ORGANIZATION,,AMERICAN AIRLINES,TX,,TRAVEL,2015-12-09 00:00:00,315.1,,,N,F3P,FORT WORTH,76155,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M6,SB23INDUV9.121,1079356,ORG,ORGANIZATION,,HYATT PLACE,SC,,TRAVEL,2016-05-12 00:00:00,315.39,,,A,F3P,GREENVILLE,29615,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M3,SB23.1636,1071498,IND,INDIVIDUAL,,"KOOKOGEY, KEVIN",TN,,TRAVEL,2016-02-29 00:00:00,315.87,,,N,F3P,FRANKLIN,37067,OTHER,NO ITEMIZATION NECESSARY
C00574624,CRUZ FOR PRESIDENT,2016,M4,SB23CCUV.10407,1077665,ORG,ORGANIZATION,,SOUTHWEST AIRLINES,TX,,TRAVEL,2016-03-03 00:00:00,315.98,,,N,F3P,DALLAS,75235,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SB23UV.4670,1053893,ORG,ORGANIZATION,,AMTRAK,DC,,TRAVEL,2015-08-17 00:00:00,316.0,,,N,F3P,WASHINGTON,20002,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M2,SB239.90093,1096260,ORG,ORGANIZATION,,STRIPE,CA,,CREDIT CARD MERCHANT FEE,2016-01-06 00:00:00,316.13,,,N,F3P,SAN FRANCISCO,94110,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M5,SB23INDUV3.639,1135630,ORG,ORGANIZATION,,UNITED,TX,,TRAVEL,2016-04-15 00:00:00,316.2,,,N,F3P,HOUSTON,77210,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9671,1053893,ORG,ORGANIZATION,,AMERICAN AIRLINES,TX,,TRAVEL,2015-08-03 00:00:00,316.2,,,N,F3P,FORT WORTH,76155,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M6,SB23.1600,1079356,IND,INDIVIDUAL,,"NURNBERG, ERICA",TX,,TRAVEL- MILEAGE,2016-05-21 00:00:00,316.3,,,A,F3P,HOUSTON,77026,OTHER,NO ITEMIZATION NECESSARY
C00574624,CRUZ FOR PRESIDENT,2016,M6,SB23CCUV4.5970,1079356,ORG,ORGANIZATION,,ENTERPRISE,MO,,TRAVEL,2016-05-03 00:00:00,316.34,,,A,F3P,ST LOUIS,63105,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M6,SB23INDUV9.168,1079356,ORG,ORGANIZATION,,BUDGET,VA,,TRAVEL,2016-05-12 00:00:00,316.55,,,A,F3P,ARLINGTON,22201,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.10303,1057556,ORG,ORGANIZATION,,HERTZ RENT-A-CAR,NJ,,TRAVEL,2015-12-09 00:00:00,316.75,,,N,F3P,PARK RIDGE,07656,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.9230,1057556,ORG,ORGANIZATION,,PIZZA HUT  HOUSTON,TX,,FOOD/BEVERAGES,2015-10-07 00:00:00,316.87,,,N,F3P,HOUSTON,77027,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBUC23.434,1057556,ORG,ORGANIZATION,,HAMPTON INN,SC,,TRAVEL,2015-12-14 00:00:00,317.08,,,N,F3P,GREENVILLE,29607,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M4,SB23CCUV.10446,1077665,ORG,ORGANIZATION,,HERTZ RENT-A-CAR,NJ,,TRAVEL,2016-03-03 00:00:00,317.09,,,N,F3P,PARKRIDGE,07656,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.10268,1057556,ORG,ORGANIZATION,,AMERICAN AIRLINES,TX,,TRAVEL,2015-12-09 00:00:00,317.1,,,N,F3P,FORT WORTH,76155,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9810,1053893,ORG,ORGANIZATION,,AMERICAN AIRLINES,TX,,TRAVEL,2015-09-03 00:00:00,317.6,,,N,F3P,FORT WORTH,76155,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.10288,1057556,ORG,ORGANIZATION,,DELTA AIRLINES,GA,,TRAVEL,2015-12-09 00:00:00,317.6,,,N,F3P,ATLANTA,30320,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.10289,1057556,ORG,ORGANIZATION,,DELTA AIRLINES,GA,,TRAVEL,2015-12-09 00:00:00,317.6,,,N,F3P,ATLANTA,30320,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M5,SB23.9514,1135630,IND,INDIVIDUAL,,"SCHLUM, TIMOTHY",TX,,TRAVEL- MILEAGE,2016-04-20 00:00:00,317.74,,,N,F3P,HOUSTON,77026,OTHER,NO ITEMIZATION NECESSARY
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9896,1053893,ORG,ORGANIZATION,,US AIRWAYS,AZ,,TRAVEL,2015-09-03 00:00:00,318.1,,,N,F3P,PHOENIX,85034,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SB23UV.4573,1053893,ORG,ORGANIZATION,,AMERICAN AIRLINES,TX,,TRAVEL,2015-07-11 00:00:00,318.22,,,N,F3P,FORT WORTH,76155,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9520,1053893,ORG,ORGANIZATION,,AMERICAN AIRLINES,TX,,TRAVEL,2015-07-03 00:00:00,318.6,,,N,F3P,FORT WORTH,76155,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9578,1053893,ORG,ORGANIZATION,,AMERICAN AIRLINES,TX,,TRAVEL,2015-07-03 00:00:00,318.6,,,N,F3P,FORT WORTH,76155,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M4,SB23CCUV.10365,1077665,ORG,ORGANIZATION,,ENTERPRISE,MO,,TRAVEL,2016-03-03 00:00:00,318.62,,,N,F3P,ST LOUIS,63105,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9825,1053893,ORG,ORGANIZATION,,UNITED AIRLINES,TX,,TRAVEL,2015-09-03 00:00:00,318.7,,,N,F3P,HOUSTON,77210,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.10255,1057556,ORG,ORGANIZATION,,ROYAL LIMOUSINE- MILWAUKEE,WI,,TRAVEL,2015-12-09 00:00:00,318.75,,,N,F3P,MILWAUKEE,53221,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M6,SB23.1601,1079356,IND,INDIVIDUAL,,"FUKSMAN, MARGARITA",TX,,FOOD/BEVERAGES,2016-05-12 00:00:00,318.91,,,A,F3P,HOUSTON,77026,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M6,SB23INDUV9.279,1079356,ORG,ORGANIZATION,,COSTCO,TX,,FOOD/BEVERAGES,2016-05-12 00:00:00,318.91,,,A,F3P,HOUSTON,77027,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9124,1053893,ORG,ORGANIZATION,,MANSION ON TURTLE CREEK,TX,,FACILITY RENTAL/FOOD/BEVERAGES,2015-07-03 00:00:00,318.98,,,N,F3P,DALLAS,75219,ADMINISTRATIVE,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.10047,1057556,ORG,ORGANIZATION,,AMERICAN AIRLINES,TX,,TRAVEL,2015-11-06 00:00:00,319.1,,,N,F3P,FORT WORTH,76155,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.9910,1057556,ORG,ORGANIZATION,,AMERICAN AIRLINES,TX,,TRAVEL,2015-11-06 00:00:00,319.1,,,N,F3P,FORT WORTH,76155,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M2,SB23EXP.8846,1096260,ORG,ORGANIZATION,,AMERICAN AIRLINES,TX,,TRAVEL,2016-01-19 00:00:00,319.1,,,N,F3P,FORT WORTH,76155,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9690,1053893,ORG,ORGANIZATION,,AMERICAN AIRLINES,TX,,TRAVEL,2015-08-03 00:00:00,320.0,,,N,F3P,FORT WORTH,76155,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SB23.91000,1057556,ORG,ORGANIZATION,,SOUTHWEST AIRLINES,TX,,TRAVEL,2015-10-15 00:00:00,320.0,,,N,F3P,DALLAS,75235,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9712,1053893,ORG,ORGANIZATION,,AMERICAN AIRLINES,TX,,TRAVEL,2015-08-03 00:00:00,320.1,,,N,F3P,FORT WORTH,76155,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q2,SB23CCUV6.1617,1024046,ORG,ORGANIZATION,,AMERICAN AIRLINES,TX,,TRAVEL,2015-06-17 00:00:00,320.1,,,N,F3P,FORT WORTH,76155,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M2,SB23EXP.8779,1096260,ORG,ORGANIZATION,,SIGNATURE PRESS INC,MI,,PRINTING- BANNERS,2016-01-27 00:00:00,320.12,,,N,F3P,ROCHESTER HILLS,48309,ADVERTISING,
C00574624,CRUZ FOR PRESIDENT,2015,Q2,SBUV8.4090,1024046,ORG,ORGANIZATION,,UNITED,IL,,TRAVEL,2015-04-30 00:00:00,320.2,,,N,F3P,CHICAGO,60606,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9065,1053893,ORG,ORGANIZATION,,FEDEX,TN,,DELIVERY,2015-09-03 00:00:00,321.1,,,N,F3P,MEMPHIS,38119,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M6,SB23INDUV9.206,1079356,ORG,ORGANIZATION,,AMERICAN,TX,,TRAVEL,2016-05-12 00:00:00,321.1,,,A,F3P,FORT WORTH,76155,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M2,SBCCUV23.4917,1096260,ORG,ORGANIZATION,,DELTA AIRLINES,GA,,TRAVEL,2016-01-05 00:00:00,321.1,,,N,F3P,ATLANTA,30320,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M2,SBCCUV23.4919,1096260,ORG,ORGANIZATION,,DELTA AIRLINES,GA,,TRAVEL,2016-01-05 00:00:00,321.1,,,N,F3P,ATLANTA,30320,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M6,SB23CCUV4.6114,1079356,ORG,ORGANIZATION,,EMBASSY SUITES PHILADELPHIA AIRPORT,PA,,TRAVEL,2016-05-03 00:00:00,321.24,,,A,F3P,PHILADELPHIA,19153,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M2,SB23EXP.8807,1096260,ORG,ORGANIZATION,,FEDEX,MN,,PRINTING,2016-01-04 00:00:00,321.28,,,N,F3P,WOODBURY,55125,ADVERTISING,
C00574624,CRUZ FOR PRESIDENT,2016,M4,SB23CCUV.10479,1077665,ORG,ORGANIZATION,,SOUTHWEST AIRLINES,TX,,TRAVEL,2016-03-03 00:00:00,321.46,,,N,F3P,DALLAS,75235,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.9744,1057556,ORG,ORGANIZATION,,DELTA AIRLINES,GA,,TRAVEL,2015-10-07 00:00:00,321.5,,,N,F3P,ATLANTA,30320,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.9695,1057556,ORG,ORGANIZATION,,DELTA AIRLINES,GA,,TRAVEL,2015-10-07 00:00:00,321.6,,,N,F3P,ATLANTA,30320,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.9745,1057556,ORG,ORGANIZATION,,DELTA AIRLINES,GA,,TRAVEL,2015-10-07 00:00:00,321.6,,,N,F3P,ATLANTA,30320,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9369,1053893,ORG,ORGANIZATION,,AMAZON.COM,WA,,OFFICE SUPPLIES,2015-09-03 00:00:00,321.67,,,N,F3P,SEATTLE,98109,ADMINISTRATIVE,
C00574624,CRUZ FOR PRESIDENT,2015,Q2,SB23CCUV6.1538,1024046,ORG,ORGANIZATION,,US AIRWAYS,AZ,,TRAVEL,2015-05-21 00:00:00,322.1,,,N,F3P,PHOENIX,85034,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M2,SB239.90557,1096260,IND,INDIVIDUAL,,"DEES, CHAD",CO,,TRAVEL- MILEAGE,2016-01-27 00:00:00,322.31,,,N,F3P,MONTROSE,81403,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M3,SB23IND.595,1071498,ORG,ORGANIZATION,,HERTZ,NJ,,TRAVEL,2016-02-19 00:00:00,322.58,,,N,F3P,PARKRIDGE,07656,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M4,SB23CCUV4.561,1077665,ORG,ORGANIZATION,,HERTZ,NJ,,TRAVEL,2016-03-29 00:00:00,322.58,,,N,F3P,PARKRIDGE,07656,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SB23.1469,1053893,ORG,ORGANIZATION,,AT&T,TX,,TELEPHONE SERVICE,2015-09-01 00:00:00,322.65,,,N,F3P,DALLAS,75202,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M6,SB23INDUV9.296,1079356,ORG,ORGANIZATION,,COURTYARD MARRIOTT,PR,,TRAVEL,2016-05-12 00:00:00,322.74,,,A,F3P,SAN JUAN,00907,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9362,1053893,ORG,ORGANIZATION,,OFFICE DEPOT,FL,,OFFICE SUPPLIES,2015-08-03 00:00:00,322.78,,,N,F3P,BOCA RATON,33496,ADMINISTRATIVE,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SB23UV.4627,1053893,ORG,ORGANIZATION,,SOFITEL,CA,,TRAVEL,2015-07-24 00:00:00,322.81,,,N,F3P,LOS ANGELES,90048,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M4,SB23CCUV4.576,1077665,ORG,ORGANIZATION,,SOUTHWEST,TX,,TRAVEL,2016-03-09 00:00:00,322.98,,,N,F3P,DALLAS,75235,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M6,SB23INDUV9.130,1079356,ORG,ORGANIZATION,,SOUTHWEST,TX,,TRAVEL,2016-05-12 00:00:00,322.98,,,A,F3P,DALLAS,75235,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M6,SB23INDUV9.357,1079356,ORG,ORGANIZATION,,SPIRIT AIRLINES,FL,,TRAVEL,2016-05-12 00:00:00,323.18,,,A,F3P,MIRAMAR,33316,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M4,SB23CCUV.10250,1077665,ORG,ORGANIZATION,,RENAISSANCE LAS VEGAS,NV,,TRAVEL,2016-03-03 00:00:00,323.22,,,N,F3P,LAS VEGAS,89169,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SB23.1545,1053893,IND,INDIVIDUAL,,"YEP, PETER",TX,,TRAVEL/FOOD/BEVERAGES,2015-09-10 00:00:00,323.27,,,N,F3P,HOUSTON,77005,OTHER,ITEMIZATION THRESHOLD NOT MET
C00574624,CRUZ FOR PRESIDENT,2015,Q2,SBUV8.4102,1024046,ORG,ORGANIZATION,,VICEROY NEW YORK,NY,,TRAVEL,2015-06-18 00:00:00,323.66,,,N,F3P,NEW YORK,10019,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M5,SB23.9526,1135630,ORG,ORGANIZATION,,COMCAST- 3597,PA,,UTILITIES,2016-04-26 00:00:00,323.9,,,N,F3P,SOUTHEASTERN,19398,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M7,SB23BCCUV.4023,1096256,ORG,ORGANIZATION,,KROGER,TX,,FOOD/BEVERAGES,2016-06-24 00:00:00,323.92,,,N,F3P,HOUSTON,77083,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M3,SB23UV3.4888,1071498,ORG,ORGANIZATION,,DELTA AIRLINES,GA,,TRAVEL,2016-02-03 00:00:00,324.0,,,N,F3P,ATLANTA,30320,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M4,SB23.927,1077665,ORG,ORGANIZATION,,CITY OF AMES,IA,,PERSONNEL SERVICE/EQUIPMENT,2016-03-09 00:00:00,324.0,,,N,F3P,AMES,50010,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.9742,1057556,ORG,ORGANIZATION,,COURTYARD BY MARRIOTT,TN,,TRAVEL,2015-10-07 00:00:00,324.03,,,N,F3P,NASHVILLE,37214,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M2,SB23EXP.8840,1096260,ORG,ORGANIZATION,,AMERICAN AIRLINES,TX,,TRAVEL,2016-01-19 00:00:00,324.6,,,N,F3P,FORT WORTH,76155,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M2,SB23EXP.8842,1096260,ORG,ORGANIZATION,,AMERICAN AIRLINES,TX,,TRAVEL,2016-01-19 00:00:00,324.6,,,N,F3P,FORT WORTH,76155,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q2,SBUV8.4069,1024046,ORG,ORGANIZATION,,SOUTHWEST,TX,,TRAVEL,2015-05-11 00:00:00,324.82,,,N,F3P,DALLAS,75235,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M4,SB23CCUV.10468,1077665,ORG,ORGANIZATION,,SOUTHWEST AIRLINES,TX,,TRAVEL,2016-03-03 00:00:00,324.98,,,N,F3P,DALLAS,75235,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M5,SB23CCUV5.6693,1135630,ORG,ORGANIZATION,,PTE PRODUCTIONS,FL,,EQUIPMENT RENTAL,2016-04-04 00:00:00,325.0,,,N,F3P,ORLANDO,32822,ADMINISTRATIVE,
C00574624,CRUZ FOR PRESIDENT,2016,M2,SB239.90496,1096260,IND,INDIVIDUAL,,"LONG, SAM",VA,,TRANSCRIPTION SERVICES,2016-01-28 00:00:00,325.0,,,N,F3P,BURKE,22015,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M6,SB23INDUV9.131,1079356,ORG,ORGANIZATION,,MARRIOTT,DC,,TRAVEL,2016-05-12 00:00:00,325.18,,,A,F3P,WASHINGTON,20001,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.10237,1057556,ORG,ORGANIZATION,,SOUTHWEST AIRLINES,TX,,TRAVEL,2015-12-09 00:00:00,325.6,,,N,F3P,DALLAS,75235,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M4,SB23CCUV.10372,1077665,ORG,ORGANIZATION,,ENTERPRISE,MO,,TRAVEL,2016-03-03 00:00:00,325.81,,,N,F3P,ST LOUIS,63105,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q2,SB23.34003,1024046,ORG,ORGANIZATION,,BEST WESTERN- CEDAR RAPIDS,IA,,FACILITY RENTAL,2015-04-02 00:00:00,325.99,,,N,F3P,CEDAR RAPIDS,52402,ADMINISTRATIVE,
C00574624,CRUZ FOR PRESIDENT,2015,Q2,SBUV8.4013,1024046,ORG,ORGANIZATION,,AMTRAK,DC,,TRAVEL,2015-06-18 00:00:00,326.0,,,N,F3P,WASHINGTON,20002,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBUC23.486,1057556,ORG,ORGANIZATION,,US AIRWAYS,AZ,,TRAVEL,2015-11-06 00:00:00,326.1,,,N,F3P,PHOENIX,85034,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.9674,1057556,ORG,ORGANIZATION,,UNITED AIRLINES,TX,,TRAVEL,2015-10-07 00:00:00,326.1,,,N,F3P,HOUSTON,77210,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.9675,1057556,ORG,ORGANIZATION,,UNITED AIRLINES,TX,,TRAVEL,2015-10-07 00:00:00,326.1,,,N,F3P,HOUSTON,77210,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.9783,1057556,ORG,ORGANIZATION,,UNITED AIRLINES,TX,,TRAVEL,2015-10-07 00:00:00,326.1,,,N,F3P,HOUSTON,77210,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9555,1053893,ORG,ORGANIZATION,,AMERICAN AIRLINES,TX,,TRAVEL,2015-07-03 00:00:00,326.2,,,N,F3P,FORT WORTH,76155,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M2,SB239.90467,1096260,ORG,ORGANIZATION,,INTUIT,CA,,PRINTING,2016-01-11 00:00:00,326.47,,,N,F3P,MOUNTAIN VIEW,94043,ADVERTISING,
C00574624,CRUZ FOR PRESIDENT,2016,M6,SB23INDUV9.105,1079356,ORG,ORGANIZATION,,UNITED,TX,,TRAVEL,2016-05-12 00:00:00,326.6,,,A,F3P,HOUSTON,77210,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M6,SB23INDUV9.106,1079356,ORG,ORGANIZATION,,UNITED,TX,,TRAVEL,2016-05-12 00:00:00,326.6,,,A,F3P,HOUSTON,77210,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.9051,1057556,ORG,ORGANIZATION,,FEDEX,TN,,DELIVERY,2015-10-07 00:00:00,326.77,,,N,F3P,MEMPHIS,38119,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M2,SB23EXP.8921,1096260,ORG,ORGANIZATION,,THRIFTY,OK,,TRAVEL,2016-01-04 00:00:00,326.78,,,N,F3P,TULSA,74153,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M4,SB23CCUV4.557,1077665,ORG,ORGANIZATION,,ENTERPRISE,VA,,TRAVEL,2016-03-09 00:00:00,326.9,,,N,F3P,ARLINGTON,22202,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.10103,1053893,ORG,ORGANIZATION,,GOOGLE,CA,,WEB SERVICE,2015-07-03 00:00:00,327.37,,,N,F3P,MOUNTAIN VIEW,94043,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q2,SB23CCUV6.1373,1024046,ORG,ORGANIZATION,,NESTLE PURE LIFE,KY,,FOOD/BEVERAGES,2015-06-17 00:00:00,327.54,,,N,F3P,LOUISVILLE,40285,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.10182,1057556,ORG,ORGANIZATION,,US AIRWAYS,AZ,,TRAVEL,2015-11-06 00:00:00,327.6,,,N,F3P,PHOENIX,85034,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.10183,1057556,ORG,ORGANIZATION,,US AIRWAYS,AZ,,TRAVEL,2015-11-06 00:00:00,327.6,,,N,F3P,PHOENIX,85034,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.10184,1057556,ORG,ORGANIZATION,,US AIRWAYS,AZ,,TRAVEL,2015-11-06 00:00:00,327.6,,,N,F3P,PHOENIX,85034,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M2,SB23EXP.8837,1096260,ORG,ORGANIZATION,,AMERICAN AIRLINES,TX,,TRAVEL,2016-01-19 00:00:00,327.7,,,N,F3P,FORT WORTH,76155,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M5,SB23INDUV3.555,1135630,ORG,ORGANIZATION,,OFFICE DEPOT,SC,,OFFICE SUPPLIES- PAPER,2016-04-28 00:00:00,327.72,,,N,F3P,ROCK HILL,29730,ADMINISTRATIVE,
C00574624,CRUZ FOR PRESIDENT,2016,M4,SB23CCUV4.459,1077665,ORG,ORGANIZATION,,OFFICE DEPOT,SC,,PRINTER INK,2016-03-09 00:00:00,327.72,,,N,F3P,ROCK HILL,29730,ADVERTISING,
C00574624,CRUZ FOR PRESIDENT,2016,M5,SB23CCUV5.7107,1135630,ORG,ORGANIZATION,,SOUTHWEST AIRLINES,TX,,TRAVEL,2016-04-04 00:00:00,327.98,,,N,F3P,DALLAS,75235,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M5,SB23INDUV3.575,1135630,ORG,ORGANIZATION,,SOUTHWEST,TX,,TRAVEL,2016-04-15 00:00:00,327.98,,,N,F3P,DALLAS,75235,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.10459,1057556,ORG,ORGANIZATION,,XL MULTIMEDIA.COM,TX,,WEB SERVICE,2015-10-07 00:00:00,328.07,,,N,F3P,HOUSTON,77084,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.10042,1057556,ORG,ORGANIZATION,,AMERICAN AIRLINES,TX,,TRAVEL,2015-11-06 00:00:00,328.1,,,N,F3P,FORT WORTH,76155,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M3,SB23IND.605,1071498,ORG,ORGANIZATION,,UNITED,TX,,TRAVEL,2016-02-10 00:00:00,328.37,,,N,F3P,HOUSTON,77210,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SB23UV.4510,1053893,ORG,ORGANIZATION,,SOUTHWEST,TX,,TRAVEL,2015-08-17 00:00:00,328.5,,,N,F3P,DALLAS,75235,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M6,SB23.1602,1079356,IND,INDIVIDUAL,,"GRANOSKI, ROBERT",TX,,TRAVEL- PER DIEM,2016-05-12 00:00:00,328.84,,,A,F3P,HOUSTON,77026,OTHER,NO ITEMIZATION NECESSARY
C00574624,CRUZ FOR PRESIDENT,2016,M2,SB23EXP.8768,1096260,ORG,ORGANIZATION,,MARRIOTT,OH,,TRAVEL,2016-01-04 00:00:00,328.9,,,N,F3P,COLUMBUS,43219,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M6,SB23CCUV4.6003,1079356,ORG,ORGANIZATION,,ENTERPRISE,MO,,TRAVEL,2016-05-03 00:00:00,328.94,,,A,F3P,ST LOUIS,63105,OTHER,
